policy_id,age_of_policyholder
P49663,36.735954
P49664,35.82632
P49665,34.496204
P49666,36.7452
P49667,35.88045
P49668,35.261242
P49669,36.779144
P49670,34.032455
P49671,35.615604
P49672,35.6415
P49673,33.71085
P49674,35.964172
P49675,39.269146
P49676,38.778263
P49677,34.983604
P49678,35.06605
P49679,36.415733
P49680,35.857864
P49681,38.352493
P49682,35.446518
P49683,33.600945
P49684,36.966278
P49685,33.842228
P49686,33.47619
P49687,39.664776
P49688,39.564026
P49689,39.137897
P49690,39.093384
P49691,34.215656
P49692,36.554707
P49693,39.331795
P49694,42.76846
P49695,34.740833
P49696,39.23547
P49697,33.9405
P49698,36.555786
P49699,39.26063
P49700,36.856907
P49701,39.315556
P49702,38.53683
P49703,38.94214
P49704,31.537136
P49705,38.048965
P49706,38.475143
P49707,38.377773
P49708,44.660416
P49709,42.69436
P49710,36.442055
P49711,32.33703
P49712,34.584656
P49713,34.774456
P49714,40.129246
P49715,35.43232
P49716,39.902725
P49717,39.67043
P49718,34.457565
P49719,39.465523
P49720,40.517944
P49721,37.805145
P49722,37.624256
P49723,36.858555
P49724,36.469353
P49725,33.475418
P49726,35.917854
P49727,35.65076
P49728,35.12223
P49729,36.764725
P49730,39.371902
P49731,39.37201
P49732,37.408104
P49733,35.889977
P49734,35.415154
P49735,35.917736
P49736,39.761703
P49737,38.65934
P49738,32.33703
P49739,36.58498
P49740,37.362682
P49741,37.59539
P49742,34.242535
P49743,38.050457
P49744,35.507988
P49745,35.51831
P49746,33.375797
P49747,35.906685
P49748,35.567116
P49749,36.336887
P49750,38.64823
P49751,33.370632
P49752,37.34479
P49753,36.613224
P49754,31.856834
P49755,36.993668
P49756,34.47952
P49757,35.530773
P49758,39.720787
P49759,35.80423
P49760,34.396236
P49761,37.219505
P49762,40.84358
P49763,34.539387
P49764,38.80665
P49765,38.416393
P49766,36.86088
P49767,34.827103
P49768,35.796432
P49769,38.867725
P49770,36.552067
P49771,38.301666
P49772,35.670643
P49773,37.040283
P49774,37.387985
P49775,35.9962
P49776,38.33847
P49777,33.340286
P49778,35.966896
P49779,33.766212
P49780,38.272274
P49781,40.11467
P49782,39.173706
P49783,39.433605
P49784,37.467487
P49785,33.53574
P49786,34.23764
P49787,37.452152
P49788,35.146255
P49789,40.118843
P49790,37.58097
P49791,36.38895
P49792,35.390934
P49793,33.833477
P49794,40.686703
P49795,38.806587
P49796,40.788387
P49797,34.680096
P49798,35.606503
P49799,35.494442
P49800,39.59488
P49801,39.532322
P49802,35.531334
P49803,33.510487
P49804,38.6553
P49805,37.319748
P49806,36.01602
P49807,35.633785
P49808,41.77838
P49809,35.2275
P49810,36.595272
P49811,36.049763
P49812,34.70378
P49813,37.702175
P49814,36.039406
P49815,37.529495
P49816,36.46646
P49817,40.833744
P49818,38.174805
P49819,34.67928
P49820,38.855637
P49821,33.674202
P49822,33.509438
P49823,38.31858
P49824,36.165554
P49825,38.77187
P49826,41.29313
P49827,35.038376
P49828,39.171947
P49829,38.855637
P49830,40.788837
P49831,41.99694
P49832,34.295303
P49833,34.669373
P49834,36.38366
P49835,36.057877
P49836,37.639626
P49837,36.91461
P49838,38.751373
P49839,34.31288
P49840,39.16356
P49841,32.61577
P49842,33.66457
P49843,37.811584
P49844,34.20237
P49845,43.12537
P49846,33.442146
P49847,38.443745
P49848,41.00543
P49849,35.612797
P49850,35.443954
P49851,36.204395
P49852,31.413847
P49853,40.046734
P49854,35.212803
P49855,41.006004
P49856,39.392513
P49857,40.000877
P49858,34.00762
P49859,35.508987
P49860,33.579926
P49861,39.49866
P49862,36.303036
P49863,34.252316
P49864,38.153553
P49865,36.280018
P49866,35.03231
P49867,32.890976
P49868,35.00981
P49869,38.679237
P49870,39.67043
P49871,38.686
P49872,33.663803
P49873,40.87118
P49874,38.803173
P49875,36.51694
P49876,36.248745
P49877,32.68407
P49878,34.807564
P49879,34.382523
P49880,33.814194
P49881,34.88159
P49882,35.039963
P49883,38.164814
P49884,34.852577
P49885,36.859318
P49886,36.249504
P49887,35.41055
P49888,35.033623
P49889,39.452538
P49890,41.759464
P49891,35.274986
P49892,38.206333
P49893,35.277378
P49894,35.476013
P49895,34.802113
P49896,34.5096
P49897,38.118656
P49898,35.36421
P49899,31.95964
P49900,35.493923
P49901,34.3436
P49902,35.66876
P49903,35.18107
P49904,39.454517
P49905,38.020725
P49906,38.17304
P49907,33.207386
P49908,32.805588
P49909,38.844246
P49910,35.212357
P49911,41.179615
P49912,38.1354
P49913,37.215855
P49914,35.755432
P49915,37.498848
P49916,38.375202
P49917,34.1971
P49918,42.57266
P49919,40.724247
P49920,36.343586
P49921,33.120735
P49922,36.167324
P49923,34.985294
P49924,36.08965
P49925,34.864086
P49926,33.39425
P49927,35.0844
P49928,40.60192
P49929,35.67515
P49930,36.27615
P49931,37.46647
P49932,38.536503
P49933,37.369274
P49934,34.71025
P49935,38.679394
P49936,33.058178
P49937,36.523132
P49938,34.980164
P49939,36.428455
P49940,34.98726
P49941,37.5838
P49942,37.65085
P49943,35.406174
P49944,40.35664
P49945,35.963444
P49946,39.184345
P49947,36.99769
P49948,35.72386
P49949,35.296707
P49950,38.287636
P49951,37.362682
P49952,34.06575
P49953,36.06768
P49954,39.905827
P49955,37.215782
P49956,37.307735
P49957,37.403595
P49958,38.285496
P49959,39.63006
P49960,39.744728
P49961,33.733917
P49962,32.663418
P49963,38.85189
P49964,37.376495
P49965,43.153347
P49966,32.37605
P49967,37.770393
P49968,38.791092
P49969,36.822563
P49970,43.44596
P49971,42.66784
P49972,36.41451
P49973,33.409107
P49974,35.211792
P49975,32.932693
P49976,36.664577
P49977,32.61256
P49978,38.953068
P49979,38.507286
P49980,40.927567
P49981,40.12726
P49982,37.31398
P49983,34.981865
P49984,35.963444
P49985,40.37034
P49986,37.858326
P49987,40.566338
P49988,35.15924
P49989,39.529182
P49990,37.783283
P49991,37.242977
P49992,36.958424
P49993,37.985035
P49994,37.734375
P49995,37.519768
P49996,35.80423
P49997,39.385998
P49998,35.211792
P49999,34.752808
P50000,36.97485
